Team ID,missionTime,packetCount,altitude,pressure,temp,voltage,GPSTime,GPSLat,GPSLong,GPSAlt,GPSSats,tiltX,tiltY,tiltZ,softwareState
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,8,7,0,786443,20,0.000000,0,0,0,0,0,11.332326,14.923415,1.601346,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,17,16,0,786443,20,0.000000,0,0,0,0,0,23.086649,30.680836,8.588647,0
$5186,18,17,0,786443,20,0.000000,0,0,0,0,0,24.136997,32.339165,9.623928,0
$5186,18,17,0,786443,20,0.000000,0,0,0,0,0,24.136997,32.339165,9.623928,0
$5186,18,17,0,786443,20,0.000000,0,0,0,0,0,24.136997,32.339165,9.623928,0
$5186,18,17,0,786443,20,0.000000,0,0,0,0,0,24.136997,32.339165,9.623928,0
$5186,18,17,0,786443,20,0.000000,0,0,0,0,0,24.136997,32.339165,9.623928,0
